SYMBOL,OPEN,LOW,HIGH,CLOSE,LAST,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,SERIES,TIMESTAMP,ISIN
INOXWIND,36.8,35.85,37.65,35.85,35.85,1706,62140.35,31,BE,2022-10-13,INE613B01010
INSECTICID,250,237.8,252.2,238.35,240,24800,5961132.95,553,BE,2022-10-13,INE520Y01019
INSPIRISYS,862.35,850.5,865.45,853.6,854,11563124,9931465585,140406,EQ,2022-10-13,INE090A01021
INTELLECT,1130,1120.75,1142.75,1131.8,1131,476988,540251364.3,27714,EQ,2022-10-13,INE765G01017
INTENTECH,512.2,499.1,512.8,500.85,501,668379,336456214.6,19201,EQ,2022-10-13,INE726G01019
INTLCONV,129.4,127.25,130.5,128.35,129,171912,22121872.5,4107,EQ,2022-10-13,INE483B01026
INVENTURE,4049.85,3991.05,4240,4060.7,4060,6395,26415894.6,1447,EQ,2022-10-13,INE725G01011
IOB,43.95,42.3,44.3,42.65,42.45,7636035,329655632.8,16345,EQ,2022-10-13,INE008A01015
IOC,8.65,8.45,8.7,8.6,8.6,84845696,725267166.2,185211,EQ,2022-10-13,INE669E01016
IOLCP,76.95,73.8,76.95,74.6,74.4,12370942,929258362,27909,EQ,2022-10-13,INE043D01016
IONEXCHANG,55.3,53.65,55.4,54.45,54.35,41923792,2283275992,49769,EQ,2022-10-13,INE092T01019
IPCALAB,142.25,139.55,143.05,140.25,140.3,2823101,396611211.4,34599,EQ,2022-10-13,INE022Q01020
IPL,559.85,551,565.55,553.2,552,1379,764320.7,177,EQ,2022-10-13,INE076C01018
IRB,906.1,877.4,923.5,884.75,887,9887,8801340.75,1372,EQ,2022-10-13,INE559A01017
IRCON,249.2,247.25,251.4,249.9,250.25,7480,1870457,301,EQ,2022-10-13,INE133Y01011
IRCTC,423.6,402,427.7,412.45,414,69010,28468310.4,3148,EQ,2022-10-13,INE188B01013
IRIS,23.8,23.3,24,23.5,23.8,7239,170705.15,81,EQ,2022-10-13,INE452L01012
IRISDOREME,22.7,22.3,23.05,22.75,22.75,37946,859197.3,363,EQ,2022-10-13,INE841B01017
ISEC,332,312.7,332.9,317.15,317.2,8894689,2828999023,80602,EQ,2022-10-13,INE053A01029
ISFT,249.5,235.05,250.55,236.15,236,15430935,3693569435,83670,EQ,2022-10-13,INE383A01012
ISGEC,808.35,805.5,824.6,806.95,805.6,90441,73493522.55,4278,EQ,2022-10-13,INE560A01015
ISMTLTD,4450,4338,4559.95,4362.15,4353.9,102656,457812383,11827,EQ,2022-10-13,INE933S01016
ITC,194.1,192.25,196.95,196.35,196.7,638632,124413561.8,11628,EQ,2022-10-13,INE562A01011
ITDC,205.75,203,206.95,205.25,203.1,1927,394589.75,133,EQ,2022-10-13,INE061A01014
ITDCEM,170.2,166.55,172.35,169.5,169.75,25281,4282585.75,1023,EQ,2022-10-13,INE323C01030
ITI,1747.2,1722.95,1782,1736.15,1734,447044,778968524.7,23644,EQ,2022-10-13,INE646L01027
IVC,1478,1475,1486.4,1484.85,1485.4,9321,13815093.15,1570,EQ,2022-10-13,INE09VQ01012
IVP,7.6,7,7.6,7.3,7.3,4473,31999.25,28,BE,2022-10-13,INE065B01013
IWEL,444.9,434.25,451.45,437.55,436.8,10526,4626943.35,847,EQ,2022-10-13,INE092B01025
IZMO,122.1,122.1,144.5,138.6,138.7,1778175,246084370.7,31577,EQ,2022-10-13,INE760F01028
J&KBANK,128.4,124,128.4,124.75,125,17464,2187705.3,713,EQ,2022-10-13,INE803D01021
JAGRAN,340.4,333.15,340.4,337.3,336,32159,10825161.65,2385,EQ,2022-10-13,INE873D01024
JAGSNPHARM,57.55,57.5,58.55,57.9,58.3,33948,1967750.05,513,EQ,2022-10-13,INE156A01020
JAIBALAJI,169,169,171.8,169.65,169.5,20011,3393195.4,120,BE,2022-10-13,INE896L01010
JAICORPLTD,210.65,207.55,215.45,210.15,213.45,16677,3518594.2,325,EQ,2022-10-13,INE332H01014
JAIPURKURT,154.7,149,155.55,152.15,150.05,8709,1323413.95,59,EQ,2022-10-13,INE337M01013
JAMNAAUTO,13.1,12.85,13.9,13.2,13.25,58083,766401.6,442,BE,2022-10-13,INE227G01018
JASH,61.95,61.7,62.45,61.8,61.7,49928,3093221.85,714,EQ,2022-10-13,INE681B01017
JAYAGROGN,54.8,54.5,55.45,55.05,55.1,10970,604222.75,200,EQ,2022-10-13,INE915B01019
JAYBARMARU,9.6,9.35,9.6,9.45,9.45,2739,25779.6,23,EQ,2022-10-13,INE788B01028
JAYNECOIND,80.2,76.55,81.45,77.15,77.1,628167,49543556.6,7133,EQ,2022-10-13,INE611L01021
JAYSREETEA,1189.05,1167,1196.75,1184.25,1183,1982808,2342264170,52415,EQ,2022-10-13,INE095A01012
JBCHEPHARM,192.6,187.6,192.6,188.5,188.55,1454103,275169006.2,14972,EQ,2022-10-13,INE121J01017
JBFIND,858,841.5,867.85,848.8,849.5,35925,30703145.95,3047,EQ,2022-10-13,INE189B01011
JBMA,14.3,14.2,14.55,14.3,14.3,1344577,19304567.2,5197,EQ,2022-10-13,INE483S01020
JCHAC,563.1,548,568.6,550.65,554.85,8172,4544453.7,686,EQ,2022-10-13,INE344S01016
JETAIRWAYS,4.65,4.65,4.65,4.65,4.65,10276,47783.4,7,BE,2022-10-13,INE669A01022
JETFREIGHT,1431,1415,1437.95,1419.9,1422,4821514,6861725912,137929,EQ,2022-10-13,INE009A01021
JHS,2100,2066.1,2145.05,2086.45,2074.1,8015,16820969.95,2801,EQ,2022-10-13,INE177A01018
JINDALPHOT,503,494.7,514.8,500.85,501,191312,95804302.9,10869,EQ,2022-10-13,INE312H01016
JINDALPOLY,156.1,148.1,156.1,150.45,150.45,469627,71567570.2,6590,EQ,2022-10-13,INE066P01011
JINDALSAW,730,729.95,750,738.25,739.8,40591,30110175.8,3986,EQ,2022-10-13,INE070I01018
JINDALSTEL,51.8,48,52.3,51.05,52,18079,915269.85,205,EQ,2022-10-13,INE020G01017
JINDRILL,521,516.9,529,524.9,525,297901,155612482.9,9865,EQ,2022-10-13,INE306R01017
JINDWORLD,69.95,69.05,70.9,69.8,69.2,16652,1166007.6,329,EQ,2022-10-13,INE781A01025
JISLDVREQS,58.3,57.6,58.3,57.7,57.6,26592,1538843.4,377,EQ,2022-10-13,INE575C01027
JISLJALEQS,2.8,2.7,2.8,2.75,2.75,1369825,3766103.25,1209,EQ,2022-10-13,INE878H01024
JITFINFRA,17.2,17.05,17.3,17.15,17.1,1016136,17417451.35,2034,EQ,2022-10-13,INE565A01014
JKCEMENT,67.3,66.45,67.75,66.85,66.9,9890714,661857179.1,35789,EQ,2022-10-13,INE242A01010
JKIL,365.75,360.05,383.55,362.9,362.7,86421,31651661,3913,EQ,2022-10-13,INE485C01011
JKLAKSHMI,1979.95,1965.05,2001.95,1979.95,1971,5647,11187503.25,1377,EQ,2022-10-13,INE570A01014
JKPAPER,888.85,885.1,902.65,888.55,887.5,191386,170624181,5097,EQ,2022-10-13,INE571A01038
JKTYRE,294.55,280.7,294.55,284.45,284.6,137103,39248214.25,6284,EQ,2022-10-13,INE0D6701023
JMA,213.5,213.5,221.7,217.05,216.5,3028393,661170856.6,19359,EQ,2022-10-13,INE821I01014
JMCPROJECT,42.85,42,43.3,42.75,42.5,1547950,66090322.5,6289,EQ,2022-10-13,INE962Y01021
JMFINANCIL,722,711.6,727.9,724.1,725,1887973,1361670101,33997,EQ,2022-10-13,INE335Y01020
JOCIL,76.75,75.05,78.25,76.75,78,5470,419717.1,214,EQ,2022-10-13,INE864K01010
JPASSOCIAT,224,224,237.4,233.5,232.1,3971,927217.4,70,BE,2022-10-13,INE01GN01017
JPINFRATEC,495,495,509.8,504.05,505,141505,71475606.45,6305,EQ,2022-10-13,INE763G01038
JPOLYINVST,148.15,147.5,151.3,149.1,148.9,5043,751137.95,133,EQ,2022-10-13,INE566K01011
JPPOWER,502,497.15,506.95,499.25,502,17064,8567618.7,3858,EQ,2022-10-13,INE858B01029
JSL,52.25,49.8,52.4,50.6,50.35,98049,5009117.15,1395,EQ,2022-10-13,INE732F01019
JSLHISAR,329.95,328,331.3,328.65,328.85,7266724,2393148173,88889,EQ,2022-10-13,INE154A01025
JSWENERGY,342.9,339,345.65,342.6,343,7894,2697686.55,621,EQ,2022-10-13,INE353K01014
JSWHL,116.5,113.15,117.6,116.5,116.2,758577,87930641.45,7347,EQ,2022-10-13,INE686A01026
JSWISPL,104,103.3,105.75,104.15,103.8,267212,27842197.6,6453,EQ,2022-10-13,INE248A01017
JSWSTEEL,8.65,8.25,8.75,8.3,8.35,464483,3893615.4,792,EQ,2022-10-13,INE050B01023
JTEKTINDIA,145.95,136.15,145.95,137.6,137.25,7240,1000800.2,165,EQ,2022-10-13,INE043C01018
JTLINFRA,1037,1023.6,1076.9,1040.8,1028.8,25081,26261807.2,2008,EQ,2022-10-13,INE0FLR01028
JUBLFOOD,71.35,70.55,72.2,70.9,70.75,12459,886610.35,188,EQ,2022-10-13,INE848A01014
JUBLINDS,28.75,27.75,28.75,28.15,28.15,1096795,30996328.45,2836,EQ,2022-10-13,INE168A01041
JUBLINGREA,65.65,64.8,66,65.35,65.1,28668,1869420.1,572,EQ,2022-10-13,INE199G01027
JUBLPHARMA,355.6,340,361.35,343,345.95,36049,12555517.1,2926,EQ,2022-10-13,INE048B01027
JUSTDIAL,40.85,40.15,41.1,40.6,40.3,10929,443265.05,181,EQ,2022-10-13,INE091G01018
JWL,195.5,187.35,196.95,194.1,193.9,3086339,592837588.5,26711,EQ,2022-10-13,INE070D01027
JYOTHYLAB,68.05,66.05,69.85,67.35,68.7,16326,1095883.95,138,EQ,2022-10-13,INE696V01013
JYOTISTRUC,110.7,107.9,111,109.35,108.6,392236,42803016.15,8272,EQ,2022-10-13,INE039C01032
KABRAEXTRU,820,804.05,827.45,805.2,805,6611,5332882.5,271,EQ,2022-10-13,INE039O01011
KAJARIACER,196.25,194.1,198,196.2,198,13671,2677533.85,411,EQ,2022-10-13,INE785A01026
KAKATCEM,191.8,184.05,191.85,185.35,184.5,31824,5974517.1,981,EQ,2022-10-13,INE571B01028
KALPATPOWR,25.45,23.6,25.45,24.5,24.5,486831,11867121.95,1459,EQ,2022-10-13,INE854B01010
KALYANIFRG,95.7,92.5,95.7,93,92.6,27402,2561489.95,700,EQ,2022-10-13,INE364A01020
KALYANKJIL,1969.95,1925.1,1977.9,1933.4,1930,36219,70443945.7,7617,EQ,2022-10-13,INE572A01028
KAMATHOTEL,10.9,9.75,10.95,9.95,10,650369,6480146.95,1126,EQ,2022-10-13,INE187A01017
KAMDHENU,451.3,425.1,453,429.05,428,434807,191041353.7,15069,EQ,2022-10-13,INE927D01044
KANANIIND,1394.65,1362.05,1394.65,1376.15,1379,5285,7260553.1,939,EQ,2022-10-13,INE782A01015
KANORICHEM,97.5,95,97.8,95.35,96,25065,2405741.6,450,BZ,2022-10-13,INE802G01018
KANPRPLA,20.5,19.75,20.8,20.1,20.1,65335,1312479.15,367,EQ,2022-10-13,INE982V01025
KANSAINER,22.9,22.35,22.95,22.7,22.65,21142,479552.95,184,EQ,2022-10-13,INE544H01014
KAPSTON,349,338,349,339.7,342,17751,6056879.8,1190,EQ,2022-10-13,INE796G01012
KARMAENG,887.5,871,887.5,872.4,873.75,17052,14915513.85,1974,EQ,2022-10-13,INE197D01010
KARURVYSYA,83.55,82.3,83.75,82.6,82.7,228169,18902605.75,1952,EQ,2022-10-13,INE324A01024
KAUSHALYA,433,428.6,439,434.85,433.5,1241456,538228293.1,14472,EQ,2022-10-13,INE749A01030
KAVVERITEL,309.5,300,335,332.1,332.4,724447,235820030.9,23299,EQ,2022-10-13,INE742C01031
KAYA,273.95,267,274,268.55,268.1,14467,3924784,657,EQ,2022-10-13,INE247D01039
KBCGLOBAL,20.45,18.25,20.45,18.85,18.75,37772,713114.15,354,EQ,2022-10-13,IN9175A01010
KCP,36.1,35.75,36.3,35.85,35.9,703300,25283861.6,1910,EQ,2022-10-13,INE175A01038
KCPSUGIND,122.9,115.5,122.9,118.9,119,10681,1258279.9,191,BE,2022-10-13,INE863T01013
KDDL,2500.15,2481,2538.75,2508.25,2505,62383,156251233.4,5926,EQ,2022-10-13,INE823G01014
KEC,274,269.5,274.5,271,270.45,51805,14052154.95,1956,EQ,2022-10-13,INE576I01022
KECL,558.4,540.75,558.4,544.65,547,106168,57983858.85,5266,EQ,2022-10-13,INE786A01032
KEEPLEARN,386.5,385.1,399.95,395.2,396,1736069,685957082.9,28660,EQ,2022-10-13,INE789E01012
KEI,173.6,167.4,174.15,168.15,168.5,1098367,186363640.6,14425,EQ,2022-10-13,INE573A01042
KELLTONTEC,73.9,72.5,74.95,72.95,73.25,10489,772426.45,199,EQ,2022-10-13,INE412C01023
KENNAMET,105.45,103.55,109.9,107.15,107.5,844519,91109653.5,18440,EQ,2022-10-13,INE890A01024
KERNEX,67.7,66.8,68.35,66.95,67,408035,27465387,6804,EQ,2022-10-13,INE780C01023
KESORAMIND,188.25,186.55,190.7,187.8,189.1,2225,417934.55,130,EQ,2022-10-13,INE839G01010
KEYFINSERV,11.85,11.2,11.85,11.4,11.3,19751305,225870729.6,27792,EQ,2022-10-13,INE455F01025
KHADIM,2.2,2.2,2.2,2.2,2.2,452890,996358,310,BE,2022-10-13,INE099J01015
KHAICHEM,423.9,402.45,439.95,425.7,434,8033,3344972.3,502,EQ,2022-10-13,INE147P01019
KHAITANLTD,7.7,7.5,7.95,7.8,7.85,47222179,365185559.6,23709,EQ,2022-10-13,INE351F01018
KHANDSE,129,126.05,130.15,129.15,130.1,396055,50797281.15,6928,EQ,2022-10-13,INE220G01021
KICL,246.4,245.6,252.5,250.45,251,103012,25626378.55,7264,EQ,2022-10-13,INE455T01018
KILITCH,326.8,318,328.05,320.2,320,1018422,327131315,17601,EQ,2022-10-13,INE121E01018
KIMS,4138.55,3968.3,4149.85,4018.15,4053,1768,7141465.7,619,EQ,2022-10-13,INE824G01012
KINGFA,28.15,27.6,28.25,27.95,27.8,340049,9479632.5,1243,EQ,2022-10-13,INE743C01021
KIOCL,652.5,641.7,656,648.35,649,938662,607982221.1,22452,EQ,2022-10-13,INE019A01038
KIRIINDUS,101.45,100.35,103.05,102.2,102.2,91894,9339799.75,1833,EQ,2022-10-13,INE643A01035
KIRLFER,281.8,273.9,296.05,292.7,292.8,352021,101161975.6,3768,EQ,2022-10-13,INE391J01024
KIRLOSBROS,604.1,601,610.4,604.6,603.5,1797963,1090025797,50963,EQ,2022-10-13,INE797F01020
KIRLOSENG,483,468,483,476.45,476,1706,807824.65,86,BE,2022-10-13,INE645L01011
KIRLOSIND,551,531.25,555.25,535.05,534.7,445695,240341039.5,11776,EQ,2022-10-13,INE0BY001018
KITEX,331.15,326.15,331.25,327.55,329.9,35442,11635299.35,2816,EQ,2022-10-13,INE700A01033
KKCL,561.3,553.95,569.35,560.65,558.85,139886,78341061.45,4575,EQ,2022-10-13,INE599M01018
KMSUGAR,73.9,71.4,73.95,72.2,72,48421,3499985.25,463,BE,2022-10-13,INE209L01016
KNRCON,204.6,198.2,207.05,199.15,198.9,509323,102649356.8,8322,EQ,2022-10-13,INE668F01031
KOHINOOR,15.45,15.05,15.65,15.35,15.35,289804,4390973.15,323,BZ,2022-10-13,INE197A01024
KOKUYOCMLN,364.9,352.35,366,358.4,358,30211,10812201.9,4065,EQ,2022-10-13,INE900B01029
KOLTEPATIL,1092,1087.95,1108,1099.45,1099,102931,112810169.4,7428,EQ,2022-10-13,INE217B01036
KOPRAN,220.85,212.8,222,215.75,215.1,8115,1753176.95,478,EQ,2022-10-13,INE437B01014
KOTAKBANK,437.1,436,448,441.35,441,355021,157107722.8,18013,EQ,2022-10-13,INE220B01022
KOTARISUG,206.25,200,206.25,200,200,1273,257378.45,20,BE,2022-10-13,INE314G01014
KOTHARIPET,96.8,96.1,103.8,101,100.95,18262099,1839837003,60348,EQ,2022-10-13,INE303R01014
KOTHARIPRO,88.35,88.35,92,89.8,89.5,11001,989863.05,139,BE,2022-10-13,INE967C01018
KOVAI,137.3,130.05,137.3,132.75,132.1,10434,1389053.5,192,BE,2022-10-13,INE390H01012
KPIGREEN,8.4,7.9,8.55,8.3,8.5,134311,1089793.15,527,EQ,2022-10-13,INE879E01037
KPITTECH,142.05,138.9,148.5,145.4,146.2,21963,3177226.2,439,EQ,2022-10-13,INE138C01024
KPRMILL,113.2,111,114.8,112.5,111.1,10470,1175822.35,237,EQ,2022-10-13,INE694E01014
KRBL,474.35,470.7,477,474.1,474.7,48421,22886132.95,3115,EQ,2022-10-13,INE531A01024
KREBSBIO,136.85,136.6,139.95,138.15,138.45,1245,172141.15,61,EQ,2022-10-13,INE542Z01010
KRIDHANINF,27.8,26.1,27.8,26.45,27.3,7037,185439.75,55,BE,2022-10-13,INE725L01011
KRISHANA,82.65,82.35,84,82.8,82.8,3119060,258612095.7,22704,EQ,2022-10-13,INE036D01028
KRITI,4.9,4.65,4.9,4.8,4.85,23204,111119.35,93,EQ,2022-10-13,INE234I01010
KRITIKA,10.95,10.15,11.1,11,11.1,77753,824981.45,351,EQ,2022-10-13,INE641C01019
KRITINUT,369.35,360.35,372.95,361.75,360.35,5840,2138852.75,419,EQ,2022-10-13,INE587G01015
KRSNAA,2.3,2.2,2.3,2.25,2.3,2180081,4921271.95,1545,BE,2022-10-13,INE278R01034
KSB,120,116.05,120,118.05,118.8,111649,13145423.4,2058,EQ,2022-10-13,INE805C01028
KSCL,23.75,22.85,23.85,23.05,23.05,293339,6851177.4,1237,EQ,2022-10-13,INE790B01024
KSHITIJPOL,1098,1065,1129,1076.7,1072,33805,36945514.65,3990,EQ,2022-10-13,INE291D01011
KSL,419,417.55,428,419.2,418.2,352023,149186584.8,12091,EQ,2022-10-13,INE389H01022
KSOLVES,44.75,42.15,45.3,43.05,42.15,175576,7651126.35,1770,EQ,2022-10-13,INE134B01017
KTKBANK,4.8,4.8,5.3,5.3,5.3,286852,1423554.8,192,BE,2022-10-13,INE055C01020
KUANTUM,1432.15,1422.25,1481.95,1453.1,1450,498594,717325832.1,23353,EQ,2022-10-13,INE878B01027
L&TFH,64.05,63.1,64.55,63.4,63.15,95765,6094501.7,2210,EQ,2022-10-13,INE164B01022
LAGNAM,2650,2615.05,2670.05,2635.05,2615.05,3894,10310772.2,1431,EQ,2022-10-13,INE717A01029
LAKPRE,353,326,354.7,331.15,330,21812,7270152.3,321,BE,2022-10-13,INE202H01019
LALPATHLAB,57.5,56.3,58.55,57.1,57.3,554089,31673462.65,4210,EQ,2022-10-13,INE087A01019
LAMBODHARA,104.8,101.6,106.75,103.2,102.5,7447,775741.5,290,EQ,2022-10-13,INE681C01015
LANCER,318.85,310.6,324.8,315.15,314.95,156846,49860700.35,5605,EQ,2022-10-13,INE834I01025
LAOPALA,73.4,71.7,79.3,77.75,78.4,523551,40321642.55,7403,EQ,2022-10-13,INE745B01028
LASA,48.4,45.65,48.4,47.35,47.6,3944,185491.4,160,EQ,2022-10-13,INE731C01018
LATENTVIEW,21.7,21.2,22.4,22.25,22,118445,2619182.6,378,EQ,2022-10-13,INE060B01014
LAURUSLABS,1754.15,1722,1754.35,1722.75,1722,91,157895.9,29,EQ,2022-10-13,INE029L01018
LAXMICOT,171,168.2,173.5,169.9,170.6,5683,966648.8,288,EQ,2022-10-13,INE729D01010
LAXMIMACH,1451.25,1451.25,1480,1462.85,1459,42968,63075932.5,6593,EQ,2022-10-13,INE967H01017
LCCINFOTEC,1078.95,1075.6,1119,1090.15,1100,894,970705.4,80,BE,2022-10-13,INE473D01015
LEMONTREE,186.65,184.85,189,185.2,185.5,10850,2017928.3,329,EQ,2022-10-13,INE880L01014
LFIC,499,494,513.95,506.9,506,119562,60234386.7,5207,EQ,2022-10-13,INE415I01015
LGBBROSLTD,282.2,280.5,289,286,288,170696,48670628.45,6642,EQ,2022-10-13,INE884B01025
LGBFORGE,360,355,362.15,356.45,355,31270,11234482.9,1404,EQ,2022-10-13,INE732A01036
LIBAS,285.7,277.15,291.3,284,282.65,1041710,295107332.8,23292,EQ,2022-10-13,INE146L01010
LIBERTSHOE,1807.2,1767,1848,1779.1,1767,5651,10226012.65,858,EQ,2022-10-13,INE250A01039
LICHSGFIN,206.2,203,207.05,203.45,204.9,44781,9160571.2,1568,EQ,2022-10-13,INE602G01020
LICI,472,468,486.3,481.25,485,237511,113798872.4,10159,EQ,2022-10-13,INE401H01017
LIKHITHA,26.95,26.1,27.15,26.5,26.65,167012,4441982.45,832,EQ,2022-10-13,INE157H01023
LINC,222,220.25,224,221.9,222,63321,14024391.85,5291,EQ,2022-10-13,INE634I01029
LINCOLN,59.5,54.35,59.95,55.1,56.15,179546,10158601.45,2584,EQ,2022-10-13,INE080B01012
LINDEINDIA,68.5,67.65,68.85,68.2,68.05,50571,3457406.35,555,EQ,2022-10-13,INE760A01029
LODHA,341.7,336.1,347,339.8,339.05,84548,28833103.8,4045,EQ,2022-10-13,INE094I01018
LOKESHMACH,157,153,158.45,155.7,156.4,50164,7798143.45,1530,EQ,2022-10-13,INE082A01010
LOTUSEYE,1805,1793,1815.9,1801.5,1799.85,1172979,2115283570,62045,EQ,2022-10-13,INE237A01028
LOVABLE,47.7,47.4,49.8,48.15,48.2,950895,46269667.6,6152,EQ,2022-10-13,INE419A01022
LOYALTEX,73.7,68.8,73.7,70.55,70.55,47302,3361902.45,876,EQ,2022-10-13,INE720A01015
LPDC,114.55,113.55,117,116.25,114.25,1064,123014.95,53,EQ,2022-10-13,INE823A01017
LSIL,1477.7,1450.1,1486.1,1467.3,1479,1047,1534337.1,265,EQ,2022-10-13,INE177F01017
LT,859.45,842,868,850.75,853,42739,36474414.85,3809,EQ,2022-10-13,INE542W01017
LTI,674,662.8,682.45,666.4,667.45,1502500,1010179506,38255,EQ,2022-10-13,INE04I401011
LTTS,560.95,554.65,573.6,568.9,569,289455,163345128.1,14771,EQ,2022-10-13,INE930H01031
LUMAXIND,392.9,387.15,400,396.55,397.45,1068443,421273188.7,20613,EQ,2022-10-13,INE001B01026
LUMAXTECH,114.8,112.05,114.8,113,112.1,3667,414062.1,149,EQ,2022-10-13,INE268B01013
LUPIN,3.75,3.7,3.85,3.8,3.85,28796,108049.9,84,EQ,2022-10-13,INE524L01026
LUXIND,352.95,336.05,352.95,343.35,344.8,38478,13150297.3,729,EQ,2022-10-13,INE506W01012
LXCHEM,90.65,89.3,92.5,90.1,90.1,44849,4060918.55,3568,EQ,2022-10-13,INE479D01038
LYKALABS,20.7,20.7,22.6,22.55,22.6,1639975,36749604,3369,EQ,2022-10-13,INE00Z501029
LYPSAGEMS,53.15,50.1,53.15,51.5,51.3,22361,1150432.95,458,EQ,2022-10-13,INE798K01010
M&M,487,479.05,488.3,484.2,483.1,22565,10930402.65,1442,EQ,2022-10-13,INE08LI01020
MAANALU,179.15,179.15,179.25,179.25,179.25,300068,53778004.55,2781,BE,2022-10-13,INE013801019
MACPOWER,292.5,290.5,298.95,297.7,298.45,30772,9051435.1,2112,EQ,2022-10-13,INE907A01026
MADHAV,422.9,406.1,422.9,413.4,412.85,12900,5333692.5,806,EQ,2022-10-13,INE0D6I01015
MADHUCON,83.65,81.3,83.65,82.35,82.3,874759,71891670.7,6227,EQ,2022-10-13,INE614B01018
MADRASFERT,143.95,143.6,147.9,146,145.2,202618,29642695.45,1722,EQ,2022-10-13,INE529I01021
MAGADSUGAR,77.95,75.2,78.15,76.45,76.25,5581003,426026617.6,16751,EQ,2022-10-13,INE498L01015
MAGNUM,72.9,68.3,72.9,68.6,68.5,24600,1701686.05,394,EQ,2022-10-13,INE548Z01017
MAHABANK,5.95,5.95,6,6,6,729,4342.8,4,BZ,2022-10-13,INE651C01018
MAHAPEXLTD,2310,2303.6,2400,2358.8,2361,435036,1030235452,28448,EQ,2022-10-13,INE600L01024
MAHASTEEL,102.8,95.55,102.8,97,96.2,25125,2467507.45,622,EQ,2022-10-13,INE112F01022
MAHEPC,380,370,390,384.95,385.2,215917,82612628.25,12071,EQ,2022-10-13,INE359U01010
MAHESHWARI,384.6,382.1,402.65,389.65,389.5,934453,369646654.9,28244,EQ,2022-10-13,INE059D01020
MAHINDCIE,37.9,36.3,37.9,36.55,36.5,25063,924366.25,247,EQ,2022-10-13,INE670X01014
MAHLIFE,356.5,351.3,358.8,353.25,355,102398,36263189.8,5658,EQ,2022-10-13,INE0I7C01011
MAHLOG,499,492,509,503.95,504.75,1485280,741130879,24551,EQ,2022-10-13,INE947Q01028
MAHSCOOTER,24.1,23.4,24.1,23.7,23.85,5147,121687.15,91,EQ,2022-10-13,INE801V01019
MAHSEAMLES,12173.15,11934.5,12173.15,12034.25,12035,1783,21461966.2,759,EQ,2022-10-13,INE269B01029
MAITHANALL,2.6,2.55,2.65,2.6,2.55,141421,368190.25,194,EQ,2022-10-13,INE938A01021
MALLCOM,86.95,85.3,87.8,85.8,85.9,3548325,306329743.7,22111,EQ,2022-10-13,INE970X01018
MALUPAPER,105.2,101.3,105.8,103.1,103.6,3013,309590.75,136,EQ,2022-10-13,INE850E01012
MANAKALUCO,696.1,691.55,721,711.75,712,136536,96794880.1,7310,EQ,2022-10-13,INE337A01034
MANAKCOAT,10.5,10.3,10.65,10.4,10.5,81643,850766.65,192,BE,2022-10-13,INE201J01017
MANAKSIA,24.95,23.55,25,23.9,23.55,51538,1243334.3,465,EQ,2022-10-13,INE908V01012
MANAKSTEEL,385.45,363.3,425.6,425.6,425.6,1474153,583136936.6,27349,EQ,2022-10-13,INE557B01019
MANALIPETC,409,400.95,411.3,404.25,404.8,641441,259762453.1,13775,EQ,2022-10-13,INE115A01026
MANAPPURAM,616,611,618.45,611.6,611.7,686400,420907177.7,32072,EQ,2022-10-13,INE0J1Y01017
MANGALAM,362.9,354.5,370,367.8,367.05,79901,29012032.15,4096,EQ,2022-10-13,INE060901019
MANGCHEFER,283,271.55,285.8,273,272.5,2110,582746.95,192,EQ,2022-10-13,INE802B01019
MANGLMCEM,294.15,291.9,295.75,293.9,294,28197,8277547.75,1250,EQ,2022-10-13,INE405C01035
MANINDS,3171,3160.05,3215.05,3173.05,3170,17532,55951016.65,4139,EQ,2022-10-13,INE473A01011
MANINFRA,994.1,979.5,998,989.8,984.5,160789,158266512.3,5016,EQ,2022-10-13,INE670K01029
MANORAMA,104.05,104.05,108,106.5,106,21798,2309105.15,217,BE,2022-10-13,INE397H01017
MANORG,75.5,71.35,75.5,72.75,71.35,12482,920190.9,293,EQ,2022-10-13,INE947I01017
MANUGRAPH,154.35,150.4,154.35,152,151.2,7193,1091263.8,382,EQ,2022-10-13,INE597L01014
MANYAVAR,832.05,781,832.05,787.4,789.8,305,241855,63,EQ,2022-10-13,INE970D01010
MAPMYINDIA,6.2,5.7,6.4,5.8,5.8,140426,836376.7,330,EQ,2022-10-13,INE197J01017
MARALOVER,12.85,12.55,13,12.85,12.8,1380575,17611370.25,3279,EQ,2022-10-13,INE093R01011
MARATHON,1901,1868.25,1912,1876.15,1879.7,1303645,2457034060,64804,EQ,2022-10-13,INE018A01030
MARICO,4615,4560.5,4640.05,4596.8,4590,286696,1317410086,16254,EQ,2022-10-13,INE214T01019
MARINE,3596.8,3540,3596.8,3565,3560,106993,381311112.6,9018,EQ,2022-10-13,INE010V01017
MARKSANS,1715,1712.55,1790,1767.05,1777,17659,31111163.95,3906,EQ,2022-10-13,INE162B01018
MARSHALL,275.8,267,276.65,274.25,273.35,75023,20407581.75,3510,EQ,2022-10-13,INE872H01027
MARUTI,679.3,677,689.9,687.15,688.75,1220383,835540160.3,24355,EQ,2022-10-13,INE326A01037
MASFIN,1719.4,1698,1723.6,1703.1,1700,25965,44252755.6,6589,EQ,2022-10-13,INE150G01020
